Region,Shortlist,Role,Company,Tier,Tier Score,Location,Salary Band,Employment Type,Date Posted,Job URL,Job Description,Vertical
West Coast,TRUE,Supply Chain Data Analyst,Tesla,S,141,"Palo Alto, CA","$72,000 - $240,000 USD (annual)",Full-time,2026-08-25,https://www.linkedin.com/jobs/view/supply-chain-data-analyst-at-tesla-4459050081,"What To Expect In this role, you will serve as the Data Analyst supporting Supply Chain department. You will be leading effective utilization of large supply chain data sets, delivering impactful analytics solutions for Supply Chain Program Managers (SCPMs), and contribute continuous improvement efforts across supply chain. The ideal candidate is a proactive and technically versatile analyst who thrives on automating manual workflows, building scalable tools, and solving complex supply chain pr…",data_analytics
West Coast,TRUE,Salesforce Business Analyst,Capgemini,A,120,"Bellevue, WA","$82,082 - $193,440 USD (annual)",Full-time,2026-09-07,https://www.linkedin.com/jobs/view/salesforce-business-analyst-at-capgemini-4461887401,"Choosing Capgemini means choosing a company where you will be empowered to shape your career in the way you’d like, where you’ll be supported and inspired by a collaborative community of colleagues around the world, and where you’ll be able to reimagine what’s possible. Join us and help the world’s leading organizations unlock the value of technology and build a more sustainable, more inclusive world. About The Role You're Considering We are seeking a Salesforce Business Analyst that has experi…",data_analytics
West Coast,TRUE,Process Technician,TSMC,S,120,"Phoenix, AZ",Not listed,Internship,2026-09-02,https://www.linkedin.com/jobs/view/process-technician-at-tsmc-4460951382,"Process Technician – Keep the World’s Most Advanced Production Running A job at TSMC Arizona offers an opportunity to work at the most advanced semiconductor fab in the United States. TSMC Arizona’s first fab will operate it’s leading-edge semiconductor process technology (N4 process), starting production in the first half of 2025. The second fab will utilize its leading edge N3 and N2 process technology and be operational in 2028. The recently announced third fab will manufacture chips using 2…",semiconductor
West Coast,TRUE,Cybersecurity Analyst- Cleared,Voyager Technologies,A,116,"Folsom, CA","$125,000 - $165,000 USD (annual)",Full-time,2026-09-01,https://www.linkedin.com/jobs/view/cybersecurity-analyst-cleared-at-voyager-technologies-4460656702,"Voyager is an innovative space, defense, and national security technology company committed to advancing and delivering transformative, mission-critical solutions. We tackle the most complex challenges to unlock new frontiers for human progress, fortify national security, and protect critical assets to lead in the race for technological and operational superiority from ground to space. Forge the Future: Join Voyager Technologies The future belongs to those who build it. At Voyager Technologies,…",cybersecurity
West Coast,TRUE,Recruiting Coordinator,Sela,A,116,"San Francisco, CA","$80,000 - $100,000 USD (annual)",Full-time,2026-09-01,https://www.linkedin.com/jobs/view/recruiting-coordinator-at-sela-4461545349,"About Sela Sela is the market-leading AI voice agent for mortgage lenders. Founded in 2024, we’ve grown from ~$0 to $13M in revenue in 20 months, and 5 of the 10 largest independent mortgage banks in the U.S. are enterprise customers. We’ve raised $21M+ across our Seed and Series A, most recently a $15M Series A in June 2026. We’re building AI that can outperform human sales teams on hundreds of thousands of calls every day. If we’re successful, the cost of owning a home in the U.S. will become…",human_resources
West Coast,TRUE,IT Support Specialist - San Francisco,HOK,A,108,"San Francisco, CA","$70,000 - $80,000 USD (annual)",Full-time,2026-09-04,https://www.linkedin.com/jobs/view/it-support-specialist-san-francisco-at-hok-4463162026,"HOK is a collective of future-forward thinkers and designers who are driven to face the critical challenges of our time. We are dedicated to improving people's lives, serving our clients and healing the planet. Together, we cultivate a culture of design excellence at the confluence of art and science, blending the power of creative expression with a clear sense of purpose. HOK is a global design, architecture, engineering, and planning firm consistently recognized as a leader in innovation and…",it_support
West Coast,TRUE,Human Resources Coordinator,Katten Muchin Rosenman LLP,A,106,"Los Angeles, CA","$60,000 - $72,000 USD (annual)",Full-time,2026-09-01,https://www.linkedin.com/jobs/view/human-resources-coordinator-at-katten-muchin-rosenman-llp-4462039163,"Katten is a full-service law firm with approximately 650 attorneys in locations across the United States and in London and Shanghai. Clients seeking sophisticated, high-value legal services turn to Katten for counsel locally, nationally and internationally. The firm’s core areas of practice include corporate, financial markets and funds, restructuring, intellectual property, litigation, real estate, structured finance and securitization, transactional tax planning, private credit and private we…",human_resources
West Coast,TRUE,Logistics Coordinator,DSV - Global Transport and Logistics,A,106,"Torrance, CA",$23 - $29 USD /hr,Full-time,2026-09-02,https://www.linkedin.com/jobs/view/logistics-coordinator-at-dsv-global-transport-and-logistics-4461335916,"FRAUD ALERT: Please note that DSV will never request a chat interview or solicit funds from applicants or employees through its interviewing and hiring process. We do not require any form of payment and will not ask for personal financial information, such as credit card or bank account number. Our recruiters have an @dsv.com or @us.dsv.com email address. If you question the legitimacy of any DSV job posting, please reach out to HR@us.dsv.com. DSV – Global Transport and Logistics At DSV, our pu…",supply_chain
West Coast,,Project Coordinator,Celerity,A,104,"Walnut Creek, CA","$70,000 - $85,000 USD (annual)",Full-time,2026-08-29,https://www.linkedin.com/jobs/view/project-coordinator-at-celerity-4460563722,"Job Title: Project Coordinator/Analyst Location : Remote (work from home eligible) Travel: Ability to travel to client sites (domestic and(or) international) as required and defined per project requirements Schedule: Typical working hours will fall within standard business hours (generally between 7:00 a.m. and 6:00 p.m.), depending on project and client needs Pay : $70,000 - $85,000 DOE Company Overview: Celerity is a consulting firm specializing in utilities and energy sectors. We empower org…",project_management
West Coast,,Maintenance Technician 1,"Hologic, Inc.",A,101,"San Diego, CA","$42,000 - $63,000 USD (annual)",Full-time,2026-08-25,https://www.linkedin.com/jobs/view/maintenance-technician-1-at-hologic-inc-4448223586,"Hologic is seeking an Maintenance Technician 1 responsible for implementing and maintaining an engineering change order system including product improvements, repairs, and new product release. 2nd Shift- 2PM-10:30PM Duties & Responsibilities: Performs scheduled and unscheduled equipment maintenance on lyophilizers, liquid fillers, labeling equipment, packaging equipment, water system equipment and filtration. Performs troubleshooting on electrical and mechanical systems on manufacturing equipme…",semiconductor
West Coast,,IT Support Analyst II - Desktop Systems,Aptiv,A,97,"Walnut Creek, CA",Not listed,Full-time,2026-09-03,https://www.linkedin.com/jobs/view/it-support-analyst-ii-desktop-systems-at-aptiv-4462732968,"About Wind River Wind River is a global leader in delivering software for mission-critical intelligent systems. For more than four decades, the company has been an innovator and pioneer, powering billions of systems that require the highest levels of security, safety, and reliability. Wind River helps customers across automotive, aerospace, defense, industrial, medical, and telecommunications industries solve complex technology challenges on their journey toward the new intelligent machine econ…",it_support
West Coast,,Data Analyst,Cisco,A,97,"San Jose, CA",Not listed,Full-time,2026-09-03,https://www.linkedin.com/jobs/view/data-analyst-at-cisco-4454005198,"The application window is expected to close on: 09/30/2026 Meet the Team The Market Access team, part of Cisco Strategy & Operations (CSO), enables worldwide regulatory compliance across Cisco's product portfolio. As global regulatory requirements continue to evolve, our team develops innovative, data-driven solutions that help Cisco remain compliant while accelerating business outcomes. We collaborate across the company to transform complex data into actionable insights that support strategic…",data_analytics
West Coast,,Supply Planning Analyst,REI,A,97,"Seattle, WA",Not listed,Full-time,2026-09-03,https://www.linkedin.com/jobs/view/supply-planning-analyst-at-rei-4462482706,"Overview The Supply Planning Analyst contributes to REI supply plan accuracy and flexibility by managing forecasting and operational data prior to the purchasing cycle and managing purchase orders and related production issues. The Supply Planning Analyst provides data analysis, reporting, and metric tracking capabilities. Prioritizing work and establishing consistent processes for cross-divisional and external partners is critical to the success of this role. A positive, customer-focused minds…",supply_chain
West Coast,,Maintenance Technician,Lactalis USA,A,97,"Nampa, ID",Not listed,Full-time,2026-09-03,https://www.linkedin.com/jobs/view/maintenance-technician-at-lactalis-usa-4460448934,"Description Ready for more than just a job? Build a career with purpose. At Lactalis in the USA, we’re committed to providing meaningful opportunities for our people to learn, grow, and thrive—whether you’re just starting your journey with us or looking to take the next step in your career. From day one, we offer the tools and support to help you succeed. As the world leader in dairy, Lactalis is a family-owned company with over 85,000 pragmatic and ambitious professionals across the globe. Eac…",semiconductor
West Coast,,Maintenance Technician - Fresh Mozzarella,Lactalis USA,A,97,"Nampa, ID",Not listed,Full-time,2026-09-03,https://www.linkedin.com/jobs/view/maintenance-technician-fresh-mozzarella-at-lactalis-usa-4460460887,"Description Ready for more than just a job? Build a career with purpose. At Lactalis in the USA, we’re committed to providing meaningful opportunities for our people to learn, grow, and thrive—whether you’re just starting your journey with us or looking to take the next step in your career. From day one, we offer the tools and support to help you succeed. As the world leader in dairy, Lactalis is a family-owned company with over 85,000 pragmatic and ambitious professionals across the globe. Eac…",semiconductor
West Coast,,IT Help Desk Specialist,Booz Allen Hamilton,A,96,"Honolulu, HI",Not listed,Full-time,2026-09-01,https://www.linkedin.com/jobs/view/it-help-desk-specialist-at-booz-allen-hamilton-4451861862,"Job Number: R0246479 IT Help Desk Specialist The Opportunity: Provide in-depth support and lead problem-solving and implementation efforts for specific technology products or applications. Apply basic principles, theories, and concepts. Solve routine problems of limited scope and complexity. Refer more complex issues to higher levels. Work under direct supervision. You Have: Knowledge of providing support and problem resolution to IT systems or end users for client, server, storage, network dev…",it_support
West Coast,,HR Generalist,Anti-Recidivism Coalition (ARC),A,96,"Los Angeles, CA",Not listed,Full-time,2026-09-01,https://www.linkedin.com/jobs/view/hr-generalist-at-anti-recidivism-coalition-arc-4462050708,"About The Organization The mission of the Anti-Recidivism Coalition (ARC) is to change lives and create safe, healthy communities by providing a support and advocacy network for, and comprised of, formerly incarcerated men and women to accomplish this mission. ARC advocates for fair policies in the juvenile and criminal justice systems and provides a supportive network of reentry services to formerly incarcerated individuals. ARC currently serves more than 1,400 formerly incarcerated individual…",human_resources
West Coast,,Procurement Analyst (Hybrid),RTX,A,96,"Tucson, AZ",Not listed,Full-time,2026-09-02,https://www.linkedin.com/jobs/view/procurement-analyst-hybrid-at-rtx-4462485402,"Date Posted: 2026-09-02 Country: United States of America Location: US-TX-RICHARDSON-C17 ~ 1717 Cityline Dr ~ CITYLINE C17 Position Role Type: Hybrid U.S. Citizen, U.S. Person, or Immigration Status Requirements: U.S. citizenship is required, as only U.S. citizens are authorized to access information under this program/contract. Security Clearance Type: None/Not Required Security Clearance Status: Not Required At RTX, the world's largest aerospace and defense company, 185,000 great minds are un…",supply_chain
West Coast,,Fund & Investment Operations Analyst,Vanguard,A,96,"Scottsdale, AZ",Not listed,Full-time,2026-09-02,https://www.linkedin.com/jobs/view/fund-investment-operations-analyst-at-vanguard-4461500157,"Completes complex tasks, manages priorities, and analyzes inputs to meet fund and investment operational objectives. Responsible for tasks in support of accurate calculations for a wide range of portfolios, including institutional funds, investment trusts, mutual funds, ETFs and other pooled vehicles. Join Vanguard's Fund Analysis and Oversight team and play a critical role in supporting the accuracy, integrity, and daily operations of our investment products. As a Fund & Investment Operations…",data_analytics
West Coast,,Operations Data Analyst,Credit One Bank,A,95,"Las Vegas, NV",Not listed,Full-time,2026-08-31,https://www.linkedin.com/jobs/view/operations-data-analyst-at-credit-one-bank-4461286440,"Description Position Summary Credit One Bank is looking for an Operations Data Analyst I to support the overall growth of the organization. The Operations Data Analyst I will focus on improving and maintaining customer service standards through the analysis of diverse business systems and processes. The individual in this position will work within the Operations Analytics team and will be responsible for collecting, consolidating, analyzing, and visualizing data from various sources, with the p…",data_analytics
West Coast,,Creative Project Coordinator,Trulieve,A,92,"Scottsdale, AZ",Not listed,Full-time,2026-08-27,https://www.linkedin.com/jobs/view/creative-project-coordinator-at-trulieve-4458682651,"Join Trulieve – Where Passion Meets Purpose If you're interested in being part of one of the nation's fastest-growing industries, Trulieve may be the perfect place for you. We are proud to be recognized on TIME's America's Best Companies 2026 List , an honor awarded to top-performing U.S. organizations based on employee satisfaction, financial strength, and sustainability transparency. Trulieve was one of only two cannabis companies to receive this distinction. If you have passion for helping o…",project_management
West Coast,,Process Technician - PI Overall Process,Micron Technology,A,92,"Boise, ID",Not listed,Full-time,2026-08-27,https://www.linkedin.com/jobs/view/process-technician-pi-overall-process-at-micron-technology-4448996861,"Our vision is to transform how the world uses information to enrich life for all . Micron Technology is a world leader in innovating memory and storage solutions that accelerate the transformation of information into intelligence, inspiring the world to learn, communicate and advance faster than ever. Job Summary Micron is seeking motivated Process Technicians to support wafer manufacturing by monitoring operations, reviewing data, and working closely with engineering and production teams to en…",semiconductor
West Coast,,Operations Data Analyst (Office Based),Heartflow,B,87,"Rohnert Park, CA","$108,000 - $141,000 USD (annual)",Full-time,2026-09-03,https://www.linkedin.com/jobs/view/operations-data-analyst-office-based-at-heartflow-4461905156,"Heartflow is a medical technology company advancing the diagnosis and management of coronary artery disease, the #1 cause of death worldwide, using cutting-edge technology. The flagship product—an AI-driven, non-invasive cardiac test supported by the ACC/AHA Chest Pain Guidelines called the Heartflow FFRCT Analysis—provides a color-coded, 3D model of a patient’s coronary arteries indicating the impact blockages have on blood flow to the heart. Heartflow is the first AI-driven non-invasive integ…",data_analytics
West Coast,,Pega Business Analyst - 70318651,Cognizant,B,85,"Long Beach, CA","$110,000 - $129,500 USD (annual)",Full-time,2026-08-31,https://www.linkedin.com/jobs/view/pega-business-analyst-70318651-at-cognizant-4460077296,"Pega Business Analyst About The Role As a Pega Business Analyst, you will make an impact by bridging business needs and technology solutions to deliver meaningful outcomes for clients and stakeholders. You will be a valued member of the delivery team and work collaboratively with Product Owners, business stakeholders, developers, QA teams, and project leadership to define requirements, improve business processes, and support successful Agile delivery. In This Role, You Will Elicit, analyze, doc…",data_analytics
West Coast,,"OluKai, melin, Roark (Tradewind Services) Talent Acquisition Coordinator",melin,B,79,"Irvine, CA",$25 - $35 USD /hr,Full-time,2026-09-05,https://www.linkedin.com/jobs/view/olukai-melin-roark-tradewind-services-talent-acquisition-coordinator-at-melin-4454575731,"Who We Are Archipelago Companies, a portfolio of highly successful consumer lifestyle brands, is seeking a talented and passionate individual with an entrepreneurial mindset to join our team. Our brands, including OluKai, melin, Roark, and Tradewind Services are leaders in their respective markets, offering high-quality products and authentic marketing stories direct to consumers. At Archipelago Companies, we pride ourselves on our commitment to integrity, and we strive to create a culture of e…",human_resources
West Coast,,Human Resources Assistant - 141179,UC San Diego,B,78,"San Diego, CA",$30 - $33 USD /hr,Full-time,2026-09-04,https://www.linkedin.com/jobs/view/human-resources-assistant-141179-at-uc-san-diego-4460768647,"Payroll Title BLANK AST 3 Department HUMAN RESOURCES DEPT Hiring Pay Scale $30.89 - $33.83 / Hour Worksite Hybrid Appointment Type Career Appointment Percent 100% Union CX Contract Total Openings 1 Work Schedule Days, 8 hrs/day, Mon-Fri #141179 Human Resources Assistant Filing Deadline: Thu 9/17/2026 Apply Now UC San Diego values and welcomes people from all backgrounds. If you are interested in being part of our team, possess the needed licensure and certifications, and feel that you have most…",human_resources
West Coast,,HR Generalist,The Odom Corporation,B,77,"Boise, ID",$28 - $36 USD /hr,Full-time,2026-09-03,https://www.linkedin.com/jobs/view/hr-generalist-at-the-odom-corporation-4460784030,"Location: Boise, ID Department: Human Resources Work Arrangement: On-Site Employment Type: Full-Time Salary Range: $28.40 to $36.55 per hour, depending on experience, qualifications, and skills THE ROLE The Odom Corporation is seeking an HR Generalist to support employees and managers across our Idaho operations. This position serves as a trusted HR resource, helping deliver a positive employee experience while supporting workforce initiatives, employee relations, recruiting, onboarding, compli…",human_resources
West Coast,,Human Resources Coordinator,TaxRise,B,76,"Irvine, CA",$23 - $25 USD /hr,Full-time,2026-09-01,https://www.linkedin.com/jobs/view/human-resources-coordinator-at-taxrise-4462085079,"WHY JOIN TAXRISE? At TaxRise, we don’t just provide tax relief services; we provide hope, stability, and solutions to individuals and families facing financial uncertainty. Our team is passionate about reshaping the tax resolution industry through innovation, empathy, and unwavering commitment to our clients. Join us and make a tangible difference in people’s lives while growing your career with a team that values your contributions. ABOUT THE ROLE The People Operations Coordinator owns the day…",human_resources
West Coast,,HR Assistant,Healthcare Glendale LLC,B,76,"Litchfield Park, AZ",$18 - $21 USD /hr,Full-time,2026-09-02,https://www.linkedin.com/jobs/view/hr-assistant-at-healthcare-glendale-llc-4462149401,"We are looking for an organized and professional Human Resources (HR) Assistant to join our growing team. The Human Resources (HR) Assistant will provide administrative support to the HR Manager, as well as coordinate HR-related activities and tasks. The successful candidate will be highly organized, reliable, and possess excellent communication and customer service skills. Human Resources (HR) Assistant Duties And Responsibilities Assist with recruitment activities, such as posting job opening…",human_resources
West Coast,,Business Operations Analyst,McKinstry,B,72,"Seattle, WA",$28 - $45 USD /hr,Full-time,2026-08-27,https://www.linkedin.com/jobs/view/business-operations-analyst-at-mckinstry-4448071467,"Build the future, spark innovation and align your career with purpose. McKinstry is innovating the waste and climate harm out of the built environment and creating lasting impact. Together, we’re building a thriving planet. Buildings are a leading contributor to the climate crisis, generating nearly 40% of total global energy-related carbon emissions. We’re making a lasting impact on our industry and within our communities by addressing the climate, affordability and equity crises through: rene…",data_analytics
West Coast,,UX Designer,Evlo AI,B,70,"San Diego, CA",Not listed,Full-time,2026-09-07,https://www.linkedin.com/jobs/view/ux-designer-at-evlo-ai-4462962897,"About The Role The UX Designer will shape end-to-end experiences for web and mobile products, translating complex workflows, technical constraints, and user research into clear information architecture, interaction models, and polished interfaces. The role sits within a cross-functional product team and will influence discovery through delivery: framing user problems, prototyping solutions in Figma, validating designs with customers, and maintaining a scalable design system used across the prod…",ux_design
West Coast,,Human Resources Generalist,Kariba Ventures,B,70,"Irvine, CA",Not listed,Full-time,2026-09-07,https://www.linkedin.com/jobs/view/human-resources-generalist-at-kariba-ventures-4462954836,"Role Description The Human Resources Generalist is a full-time, on-site role based in Irvine, CA. This role is responsible for supporting day-to-day HR operations, including administering HR policies, assisting with employee onboarding and offboarding, and maintaining accurate employee records. The Human Resources Generalist will respond to employee inquiries, support performance management processes, and coordinate employee relations activities in alignment with company guidelines. Additional…",human_resources
West Coast,,Operations Analyst @ Fairly (Hypergrowth Marketplace Startup),Fairly,B,70,"Portland, OR",Not listed,Full-time,2026-09-07,https://www.linkedin.com/jobs/view/operations-analyst-%40-fairly-hypergrowth-marketplace-startup-at-fairly-4462959796,"Are you a deeply curious and driven analyst? Are you excited to apply your skills at a company growing exponentially? Consider this role at Fairly. We’re up 20x YoY, and we need an exceptional candidate who can thrive in a rapid-paced environment and grow with the company. Role Overview As an Operations Analyst at Fairly, you will be the analytical engine—and a key operator—behind our on-the-ground model. You will monitor and analyze the performance of our local caretaker network, backup suppor…",data_analytics
West Coast,,Human Resources Generalist,Kalihi-Palama Health Center,B,68,"Honolulu, HI",Not listed,Full-time,2026-09-04,https://www.linkedin.com/jobs/view/human-resources-generalist-at-kalihi-palama-health-center-4463620694,"Primary Purpose Under the supervision of the Human Resources Director, the Human Resources Generalist is responsible for providing comprehensive human resources support across a mission-driven, federally qualified healthcare organization serving approximately 250 employees. The organization provides integrated healthcare services across multiple clinical and support departments, including Dental, Women's Health Adult Medicine, Behavioral Health, and other primary and specialty care services. Th…",human_resources
West Coast,,Human Resources Assistant,Casa Pacifica,B,68,"Camarillo, CA",Not listed,Full-time,2026-09-04,https://www.linkedin.com/jobs/view/human-resources-assistant-at-casa-pacifica-4461170631,"About Casa Pacifica For 30 years, Casa Pacifica has been helping at-risk children, their families, and young adults thrive. As the largest non-profit provider of children’s and adolescent mental health services in Ventura and Santa Barbara Counties, Casa Pacifica specializes in treating children and young adults who struggle with complex mental health challenges such as emotional dysregulation, self-harm, anxiety, and depression. Our multi-disciplinary staff of highly trained clinicians, psycho…",human_resources
West Coast,,Aluminum Strut Production Technician,McFarlane Aviation,B,68,"Palmer, AK",Not listed,Full-time,2026-09-04,https://www.linkedin.com/jobs/view/aluminum-strut-production-technician-at-mcfarlane-aviation-4463616541,"Operating Company: McFarlane Alaska Position Description: Aluminum Strut Production Technician Location: Palmer, AK Department: Machine Shop Reports to: Machine Shop Manager About Victor Sierra Aviation Victor Sierra Aviation (VSA) is the parent company of McFarlane Aviation, McFarlane Alaska, Tempest Aero Group®, Av8, and Aviation Products Systems. We acquire and build businesses that lead in engineering, manufacturing, and distribution of exceptional aerospace products globally. MCFARLANE ALA…",semiconductor
West Coast,,Logistics Coordinator,Dynalectric Arizona,B,67,"Mesa, AZ",Not listed,Full-time,2026-09-03,https://www.linkedin.com/jobs/view/logistics-coordinator-at-dynalectric-arizona-4463133814,"Dynalectric Arizona offers a comprehensive range of electrical solutions. Our expertise spans planning, construction, installation, and integration of some of the most advanced electrical, controls, and telecommunications systems. Job Summary Offering multidisciplinary electrical solutions under one roof, we have helped plan, construct, install, and integrate some of the most advanced electrical, controls, and telecommunications systems. We are looking for talented, motivated electrical and con…",supply_chain
West Coast,,Process Technician- Day Shift,IPL Schoeller,B,67,"Phoenix, AZ",Not listed,Full-time,2026-09-03,https://www.linkedin.com/jobs/view/process-technician-day-shift-at-ipl-schoeller-4463133899,"Who We Are IPL is a global leading sustainable packaging solutions provider that manufactures specialty rigid packaging products used in the food, consumer, agricultural, logistics and environmental markets. Sustainability is essential to the long-term success of our business. As a packaging company that develops plastic-based solutions for our customers, it is imperative that we meet the customer needs while being mindful of our operational impacts and the need to preserve our planet. We are c…",semiconductor
West Coast,,Security Operations Analyst II,Prometheus Real Estate Group,B,66,"San Mateo, CA",Not listed,Full-time,2026-09-01,https://www.linkedin.com/jobs/view/security-operations-analyst-ii-at-prometheus-real-estate-group-4461781781,"ABOUT PROMETHEUS Founded in 1965, Prometheus is the largest privately held owner of apartments in the San Francisco Bay Area, with a portfolio of over 13,000 apartments in the Silicon Valley, Portland, and Seattle regions. We invest in real estate long-term and the focus on enduring quality drives every element of what we do - from our selection of locations to design decisions, reinvestments into our Neighborhoods and our operating strategy. We are proud to be a Certified B Corporation, part o…",data_analytics
West Coast,,Project Coordinator II,Nikkiso Clean Energy & Industrial Gases,B,66,"North Las Vegas, NV",Not listed,Full-time,2026-09-01,https://www.linkedin.com/jobs/view/project-coordinator-ii-at-nikkiso-clean-energy-industrial-gases-4461544385,"Company Overview Nikkiso Clean Energy & Industrial Gases is a leading provider of cryogenic pumps, heat exchangers, process systems, services, and solutions for the LNG and industrial gases industry. We are a subsidiary of Nikkiso Company Ltd, a leading industrial manufacturer headquartered in Tokyo, Japan, with over $1.5 B in annual revenue, 8000 + employees worldwide, and publicly traded on the Tokyo Stock Exchange. Nikkiso Cryo, Inc. , is one of the world’s foremost suppliers of submerged mo…",project_management
West Coast,,Supply Chain Analyst - Shockwave Medical,Shockwave Medical,B,66,"Santa Clara, CA",Not listed,Full-time,2026-09-02,https://www.linkedin.com/jobs/view/supply-chain-analyst-shockwave-medical-at-shockwave-medical-4462475856,"At Johnson & Johnson, we believe health is everything. Our strength in healthcare innovation empowers us to build a world where complex diseases are prevented, treated, and cured, where treatments are smarter and less invasive, and solutions are personal. Through our expertise in Innovative Medicine and MedTech, we are uniquely positioned to innovate across the full spectrum of healthcare solutions today to deliver the breakthroughs of tomorrow, and profoundly impact health for humanity. Learn…",supply_chain
West Coast,,Human Resources Generalist,InSite Property Group,B,62,"Redondo Beach, CA",Not listed,Full-time,2026-08-27,https://www.linkedin.com/jobs/view/human-resources-generalist-at-insite-property-group-4458677806,"The Human Resource Generalist is responsible for administering and supporting the day-to-day operations of the Human Resources department. This role includes recruiting and onboarding employees; administering compensation, payroll coordination, benefits, leaves of absence, and employee records; and ensuring consistent application and enforcement of company policies, procedures, and employment practices. The HR Generalist serves as a resource to employees and management, supporting compliance wi…",human_resources
Midwest,TRUE,IT Business Analyst,Jenner & Block,A,117,"Chicago, IL","$80,000 - $125,000 USD (annual)",Full-time,2026-09-03,https://www.linkedin.com/jobs/view/it-business-analyst-at-jenner-block-4437486463,"ABOUT JENNER & BLOCK Jenner & Block LLP is a law firm with a fearless reputation and global reach, high-level problem solvers in litigation, government controversies, investigations, regulatory challenges, and complex corporate transactions. With offices in Century City, Chicago, London, Los Angeles, New York, San Francisco, and Washington, DC, the firm represents a wide range of clients, counseling Fortune 100 companies, large privately held corporations, major nonprofits, top universities, pr…",data_analytics
Midwest,TRUE,Human Resources Generalist,Simpson Strong-Tie,A,110,"Columbus, OH","$66,600 - $106,600 USD (annual)",Full-time,2026-09-07,https://www.linkedin.com/jobs/view/human-resources-generalist-at-simpson-strong-tie-4462430533,"Simpson Strong-Tie is a leader in engineered structural connectors, software, and solutions for the building industry. We maintain a reputation as a trusted manufacturer, partner, and corporate citizen committed to our customers and employees. Our founder, Barc Simpson established 9 Principles of Business we live out as company values and have made Simpson Strong-Tie an inspiring place to work since 1956. Our team of talented people are dedicated to our shared mission: to provide solutions that…",human_resources
Midwest,TRUE,People & Culture / Human Resources Coordinator - Embassy Suites Denver Downtown,Sage Hospitality Group,A,99,"Denver, CO",Not listed,Full-time,2026-09-05,https://www.linkedin.com/jobs/view/people-culture-human-resources-coordinator-embassy-suites-denver-downtown-at-sage-hospitality-group-4462358143,"The Embassy Suites by Hilton Denver Downtown and Convention Center Are you looking for a place that will inspire and challenge you? Let us be that place, as we show you the joys of working in hospitality! This Embassy Suites by Hilton is a gateway to Denver's lively downtown scene. Boasting a contemporary convention venue, our Silver LEED™-certified hotel is within walking distance of the best attractions in the downtown area. The team at the Embassy Suites by Hilton Denver Downtown looks forwa…",human_resources
Midwest,TRUE,Human Resources Coordinator,Marcus Hotels & Resorts,A,99,"Milwaukee, WI",Not listed,Full-time,2026-09-06,https://www.linkedin.com/jobs/view/human-resources-coordinator-at-marcus-hotels-resorts-4464080653,"Description Description: The Hilton Milwaukee is seeking a dynamic Human Resources Coordinator to join our Human Resources team. This professional will support the human capital needs of our historic convention hotel while serving as a trusted resource and ambassador of the associate experience. As the Human Resources Coordinator, you will play an integral role in supporting strategic HR initiatives, operational excellence, and the overall talent strategy. This role provides comprehensive Human…",human_resources
Midwest,TRUE,IT Help Desk,Fox Motors,A,98,"Grand Rapids, MI",Not listed,Full-time,2026-09-04,https://www.linkedin.com/jobs/view/it-help-desk-at-fox-motors-4463612882,"The IT Help Desk role is to ensure proper computer operations so that end users can accomplish organizational tasks. This includes receiving, prioritizing, documenting and actively resolving end user help requests. Problem resolution may involve the use of diagnostics and help request tracking tools, as well as require that the individual give hands-on help at the desktop level. Essential Duties Strategy & Planning Evaluate documented resolutions and analyze trends for ways to prevent future pr…",it_support
Midwest,TRUE,Security Analyst II - IS INFO SECURITY,Kettering Health,A,98,"Miamisburg, OH",Not listed,Full-time,2026-09-04,https://www.linkedin.com/jobs/view/security-analyst-ii-is-info-security-at-kettering-health-4454036615,"Position Summary Preferred Qualifications The Information Security Analyst II supports the protection of sensitive healthcare information, clinical systems, and technology infrastructure. This role focuses on threat detection, incident response, vulnerability management, and compliance with healthcare regulations such as HIPAA and HITECH. The analyst collaborates with IT, clinical, and business stakeholders to reduce risk and ensure the confidentiality, integrity, and availability of electronic…",cybersecurity
Midwest,TRUE,Maintenance Technician - Joplin,Smurfit Westrock,A,98,"Joplin, MO",Not listed,Full-time,2026-09-04,https://www.linkedin.com/jobs/view/maintenance-technician-joplin-at-smurfit-westrock-4432419652,"Description & Requirements Smurfit Westrock (NYSE:SW) is the go-to leader and partner of choice in sustainable packaging. We are dedicated to creating efficient and scalable paper and packaging solutions to help solve complex packaging challenges. Guided by our values of safety, loyalty, integrity and respect, we are committed to delivering meaningful value for shareholders, customers, employees and the communities where we operate. Job Description And Essential Functions Department: Maintenanc…",semiconductor
Midwest,TRUE,IT Technical Support Specialist II,Kansas City National Security Campus,A,97,"Kansas City, MO",Not listed,Full-time,2026-09-03,https://www.linkedin.com/jobs/view/it-technical-support-specialist-ii-at-kansas-city-national-security-campus-4461920960,"The Kansas City National Security Campus (KCNSC), managed and operated by Honeywell Federal Manufacturing & Technologies, is a premier advanced manufacturing facility that supports the safety, security, reliability and effectiveness of our nation's nuclear deterrent. With nearly 7,000 employees combined in Kansas City, Missouri, and Albuquerque, New Mexico, KCNSC protects our nation and allies by producing trusted national security products and services for the U.S. Department of Energy's Natio…",it_support
